1222-015656
0,0
1,0
2,0
3,0
4,0
5,2863.50724300019
6,2879.32448600038
7,2895.14135058289
8,2910.95779379334
9,2926.7756430718
10,2942.59391028272
11,2958.4145105298
12,2974.2356727158
13,2990.05972929297
14,3005.88604932791
15,3021.71224300019
16,3037.53843667247
17,3053.36475670741
18,3069.18881328458
19,3085.00997547058
20,3100.83057571766
21,3116.64884292858
22,3132.46669220704
23,3148.28313541749
24,3164.1
25,3179.91724300019
26,3195.73448600038
27,3211.55135058289
28,3227.36779379334
29,3243.1856430718
30,3259.00391028272
31,3274.8245105298
32,3290.6456727158
33,3306.46972929297
34,3322.29604932791
35,3338.12224300019
36,3353.94843667247
37,3369.77475670741
38,3385.59881328458
39,3401.41997547058
40,3417.24057571766
41,3433.05884292858
42,3448.87669220704
43,3464.69313541749
44,3480.51
45,3496.32724300019
46,3512.14448600038
47,3527.96135058289
48,3543.77779379334
49,3559.5956430718
50,3575.41391028272
51,3591.2345105298
52,3607.0556727158
53,3622.87972929297
54,3638.70604932791
55,3654.53224300019
56,3670.35843667247
57,3686.18475670741
58,3702.00881328458
59,3717.82997547058
60,3733.65057571766
61,3749.46884292858
62,3765.28669220704
63,3781.10313541749
64,3796.92
65,3812.73724300019
66,3828.55448600038
67,3844.37135058289
68,3860.18779379334
69,3876.0056430718
70,3891.82391028272
71,3907.6445105298
72,3923.4656727158
73,3939.28972929297
74,3955.11604932791
75,3970.94224300019
76,3986.76843667247
77,4002.59475670741
78,4018.41881328458
79,4034.23997547058
80,4050.06057571766
81,4065.87884292858
82,4081.69669220704
83,4097.51313541749
84,4113.33
85,4129.14724300019
86,4144.96448600038
87,4160.78135058289
88,4176.59779379334
89,4192.4156430718
90,4208.23391028272
91,4224.0545105298
92,4239.8756727158
93,4255.69972929297
94,4271.52604932791
95,4287.35224300019
96,4303.17843667247
97,4319.00475670741
98,4334.82881328458
99,4350.64997547058
100,4366.47057571766
101,4382.28884292858
102,4398.10669220704
103,4413.92313541749
104,4429.74
105,4445.55724300019
106,4461.37448600038
107,4477.19135058289
108,4493.00779379334
109,4508.8256430718
110,4524.64391028272
111,4540.4645105298
112,4556.2856727158
113,4572.10972929297
114,4587.93604932791
115,4603.76224300019
116,4619.58843667247
117,4635.41475670741
118,4651.23881328458
119,4667.05997547058
120,4682.88057571766
121,4698.69884292858
122,4714.51669220704
123,4730.33313541749
124,4746.15
125,4761.96724300019
126,4777.78448600038
127,4793.60135058289
128,4809.41779379334
129,4825.2356430718
130,4841.05391028272
131,4856.8745105298
132,4872.6956727158
133,4888.51972929297
134,4904.34604932791
135,4920.17224300019
136,4935.99843667247
137,4951.82475670741
138,4967.64881328458
139,4983.46997547058
140,4999.29057571766
141,5015.10884292858
142,5030.92669220704
143,5046.74313541749
144,5062.56
145,5078.37724300019
146,5094.19448600038
147,5110.01135058289
148,5125.82779379334
149,5141.6456430718
150,5157.46391028272
151,5173.2845105298
152,5189.1056727158
153,5204.92972929297
154,5220.75604932791
155,5236.58224300019
156,5252.40843667247
157,5268.23475670741
158,5284.05881328458
159,5299.87997547058
160,5315.70057571766
161,5331.51884292858
162,5347.33669220704
163,5363.15313541749
164,5378.97
165,5394.78724300019
166,5410.60448600038
167,5426.42135058289
168,5442.23779379334
169,5458.0556430718
170,5473.87391028272
171,5489.6945105298
172,5505.5156727158
173,5521.33972929297
174,5537.16604932791
175,5552.99224300019
176,5568.81843667247
177,5584.64475670741
178,5600.46881328458
179,5616.28997547058
180,5632.11057571766
181,5647.92884292858
182,5663.74669220704
183,5679.56313541749
184,5695.38
185,5711.19724300019
186,5727.01448600038
187,5742.83135058289
188,5758.64779379334
189,5774.4656430718
190,5790.28391028272
191,5806.1045105298
192,5821.9256727158
193,5837.74972929297
194,5853.57604932791
195,5869.40224300019
196,5885.22843667247
197,5901.05475670741
198,5916.87881328458
199,5932.69997547058
1222-020344
0,0
1,0
2,0
3,0
4,0
5,15.8172430001896
6,31.6344860003793
7,47.4513505828933
8,63.2677937933376
9,79.0856430718032
10,94.9039102827199
11,110.724510529803
12,126.545672715799
13,142.36972929297
14,158.196049327905
15,174.02224300019
16,189.848436672474
17,205.674756707409
18,221.49881328458
19,237.319975470577
20,253.140575717659
21,268.958842928576
